caseid
56864
56840
56800
56718
56710
57176
56436
56632
56340
56304
56034
56036
55832
55792
55648
55764
55406
55318
55224
55190
55122
55054
54924
54832
54826
54970
54474
54372
53972
54060
54316
53908
54040
53794
53902
53728
53626
53534
53420
53408
53316
53318
53518
53044
53938
52888
52582
52572
52570
52560
52516
52474
52432
52604
52002
51916
51868
51858
51844
51730
51676
51528
51450
51514
51234
51084
51060
51058
51050
50942
50846
50726
50684
50702
50680
50636
50666
50570
50594
50538
50516
50510
50508
50488
50338
50354
50326
50298
50222
50156
50150
50112
50096
50160
50114
50072
50056
50054
49994
49976
49852
49850
49786
49764
49724
49716
49636
49634
49632
49596
49594
49558
49534
49546
49452
49416
49414
49380
49344
49438
49306
49324
49302
49466
49204
49164
49134
49094
49070
49016
49012
48952
49032
